,ite_item_title,item_pair,score_similarida
1009,tênis asics gel-rocket 10 masculino - preto+dourado,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1010,tênis roller celebration menina bibi de luz preto roma,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
1011,tenis novope 03/2021 361n200 paete/rose,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
1012,tenis meia infantil feminino ir a escola qualidade barato,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1013,tv portátil tomate mtm-808 led  8 polegadas 100v/240v,smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.2222222222222222
1014,bicicleta aro 29 quadro 15 alumínio 27v preto rosa azul,tenis feminino leve barato ganhe 1 colchonete p/ treino azul,0.1
1015,tênis olympikus sunna feminino preto e pink,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
1016,tênis feminino sneaker estilo chunky moda casual promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1017,tênis olympikus masculino esportivo lançamento promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
1018,televisao 42 ,tenis reebok zigtech zigwild preto 42 seminovo,0.5
1019,bicicleta infantil dupla suspensão gps laranja - colli bike,tenis feminino infantil molekinha tie dye,0.125
1020,tênis infantil bebe baby meninos e meninas velcro confort 2,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1021,tênis calce fácil menina,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1022,sapatênis black horse masculino - branco e marinho,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
1023,tênis fila axilus ace clay limão branco e marinho,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1024,tênis infantil asics classic ct - salmão+branco,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
1025,tênis casual feminino like plataform capricho,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
1026,rodas roval spedd,bike gallo aro 26 marcha 21 cambio shimano rodas aluminio,0.3333333333333333
1027,tênis olympikus cs1 feminino - azul petróleo,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
1028,tênis masculino skechers ultra flex 2.0 mirkon,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
1029,chuteira futsal cristiano ronaldo campo confortavel original,chuteira futsal oxn velox 3 infantil,0.2857142857142857
1030,sapatilha cool mtb bike ciclismo modelo novo 2021,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1031,bicicleta specialized s-works epic full sram xx1 axs - tam l,bicicleta caloi andes aro 26 21v,0.1111111111111111
1032,tênis hocks del mar mid l19f,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
1033, tênis feminino em couro legítimo polo urban 29,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1034,tênis casual feminino vizzano nylon flat branco/mostarda,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1035,bicicleta a29 ksw xlt 21v a disco vermelho preto 17,bicicleta caloi andes aro 26 21v,0.2222222222222222
1036,tenis infantil feminino meninas love coração,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
1037,tênis ous naccarato couro all black gold essencial preto,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
1038,bike speed wilier triestina usada,bicicleta speed oggi velloce disc 2022 54  16v grafite preto,0.2
1039,kit 2 pares tenis masculino  mizuno esportivo frete gratis,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1040,tênis platform red sun feminino sola alta preto original+n f,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
1041,gel resolution 8 vermelho clay + brinde,tenis doug desenho anos 90 botinha cano unissex + brinde,0.2
1042,tenis masculino sapatênis confortável river pronta entrega,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
1043,tenis para caminhada feminina têxtil macio estiloso fitnes,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1044,bicicleta adulto feminina aro 26 vintage com cesta de vime,bicicleta caloi andes aro 26 21v,0.3
1045,tênis masculino revolution lançamento caminhada academia,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
1046,tênis com lycra poliéster masculino academia ascension leve,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1047,sapatilha tsw mtb new smart u2 c/ trava tipo disco,sapatilha giro savix preto brilhante,0.1111111111111111
1048,tênis usthemp pepper temático - cavalier king c.s- br/cr,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1049,tênis rainha v l 2500 jr - 100% original com nota fiscal,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
1050,tenis bufalo sal e pimenta original preto,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
1051,tênis feminino olympikus challenger 2 coral,tenis polo ralph lauren modelo cantor low branco masculino,0.2
1052,kit tênis feminino academia confortavel lançamento promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
1053,tenis olympikus masculino cristal preto ref. 896,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
1054,tênis infantil masculino molekinho 2136130,tenis polo ralph lauren modelo cantor low branco masculino,0.4
1055,sapatos hi-line shoes,tenis dc shoes tfunk lo x tati imp black black white,0.25
1056,sapatilha absolute luna feminina cinza rosa mtb bike ,sapatilha giro savix preto brilhante,0.125
1057,antiga bicicleta monark aro 14 ou 16 r,bicicleta caloi andes aro 26 21v,0.2857142857142857
1058,bicicleta moab aro 29 freio disco hidráulico 18v 2021 caloi,bicicleta caloi andes aro 26 21v,0.3
1059,kit brinde tênis tie dye feminino casual cadarço + relógio ,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
1060,sapato doutor médico dentista tênis branco sem cadarço fk ,tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
1061,tênis fila teratach 600 - branco envio imediato original,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1062,sapatênis + carteira casual couro legitimo conforto oferta. ,sapatenis casual masculino estiloso 24horas conforto qualida,0.42857142857142855
1063,tv samsung 43 polegadas,smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.5
1064,tênis coca cola indi all black,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
1065,tenis feminino basico esportivo lançamento mizuzunno 20 top,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1066,tênis feminino casual ranster em couro pink,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
1067,tênis oakley masculino bend neoprene azul original - nf,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1068,sapatênis masculino pegada em couro original 114852,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
1069,tênis fem. de couro chunky sneaker de griffe preto ref 2002,tenis polo ralph lauren modelo cantor low branco masculino,0.09090909090909091
1070,tênis masculino olympikus vetor caminhada + barato original ,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
1071,tênis feminino masculino leve confortável sapato taylor era,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1072,tênis hoka one one challenger atr5 gtx masculino,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1073,tênis asics gel resolution 8 clay masculino - saibro- new,tenis polo ralph lauren modelo cantor low branco masculino,0.25
1074,tenis infantil meninas slip on kids molekinha original novo,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
1075,tênis sapatênis feminino sola alta flatform perfuros neway,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1076,tênis couro cano alto branco santa lolla,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
1077,tênis under armour charged spread + 3 pares de meia,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1078,tenis esportivo masculino olympikus academia corrida leve,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
1079,tênis masculino feminino bota cano alto 34 ao 43,tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
1080,tênis feminino flatform via marte confortável cadarço casual,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1081,smart tv sony xbr-55x855g led 4k 55  tela quebrada não liga,smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.25
1082,tenis iate slip on masculino elástico  sem cadarço plumax,tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
1083,tênis feminino caminhada amarrar preto pink promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
1084,tenis esportivo masculino kolosh,tenis polo ralph lauren modelo cantor low branco masculino,0.5
1085,cannondale   f 700 sx - semi nova - coleção,oggi e bike lite tour 500 - semi zera,0.16666666666666666
1086,tênis mizuno creation 22 feminino,tenis polo ralph lauren modelo cantor low branco masculino,0.2
1087,tenis masculino fila trend 2.0 slip on,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
1088,tênis infantil tweenie fun now united cano médio 502.074,tenis polo ralph lauren modelo cantor low branco masculino,0.1
1089,tenis masculino actvitta caminhada corrida casual conforto,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
1090,tênis capricho like canvas translucent cp0762 rosa original,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1091,tênis feminino preto c/ aplique  - torricella,tenis polo ralph lauren modelo cantor low branco masculino,0.2
1092,tênis infantil feminino menina molekinha leve e macio,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
1093,tênis hero 223 preto preferida,tenis polo ralph lauren modelo cantor low branco masculino,0.2
1094,lace up shoe cover anti-smash waterproof shoe cover welder,tenis schutz triangle smash  s211360022 original,0.1
1095,tênis flatform capricho shoes original rosa glitter,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
1096,"bicicleta feminina absolute 12v hera 29 verde 15,5 susp. hid",bicicleta caloi andes aro 26 21v,0.1
1097,tenis feminino slip on caminhada actvitta sem cadarço,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1098,mountain bike caloi andes aro 26 - cor preta/amarela,bicicleta caloi andes aro 26 21v,0.4444444444444444
1099,tênis infantil feminino menina criança juvenil casual chunky,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1100,tenis casual moleca rosa napa turim,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
1101,2072202 tênis feminino ramarim solado alto chunky sneaker,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1102,sapatos esportivos masculinos sapatos casuais,tenis mizuno masculinos prophecy pro 7 + frete gratis,0.2
1103,tênis casual masculino astana  ollie  marrom,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
1104,e sapatenis masc 7742-448d couro 790813431 ferracini 20457,sapatenis casual masculino estiloso 24horas conforto qualida,0.125
1105,kit tenis salto plataforma feminino fé + bolsa feminina rosa,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
1106,tênis skatista dc shoes episo,tenis polo ralph lauren modelo cantor low branco masculino,0.2
1107,tênis chunky  feminino blogueira sneaker plataforma moda,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
1108,tênis fallen patriot vulc gray/black,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
1109,sapatênis casual masculino zabath com ziper vermelho,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
1110,tenis infantil menino barato infantil masculina inverno ,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
1111,tenis polo joy original masculino caminhada academia esporte,tenis polo ralph lauren modelo cantor low branco masculino,0.375
1112,btt de 2 partes,tenis feminino fila recovery de corrida caminhada treino nfe,0.3333333333333333
1113,bicicleta aro 29 quadro 19 câmbio shimano 21v preto azul,tenis feminino leve barato ganhe 1 colchonete p/ treino azul,0.1
